tag,x,y,z
ja:ポスト・ハードコア,9.887827,7.3893914,-23.430283
fr:Rock'n'roll,11.062967,0.89519143,10.105581
es:Krautrock,13.360706,0.8928902,-8.681101
ja:ソフトロック,21.015255,0.48585647,7.694403
ja:スラッシュメタル,9.424363,15.024944,-11.541304
en:Eurobeat,-9.781237,-16.6009,-17.077023
ja:ハード・ロック,19.815973,1.067647,3.8550053
es:Visual_kei,-7.2487063,-27.239285,5.087601
en:World_Music,-8.054534,-8.423871,4.899105
fr:Flamenco,-13.369152,-19.544115,17.282349
ja:タンゴ,-15.430391,-18.173681,16.209507
fr:Hardstyle,-13.083596,5.938867,-20.283348
fr:Musique_latine,-11.29624,-12.526362,16.107027
fr:Musique_industrielle,-6.423831,19.436954,-11.82132
es:Góspel,-2.7403145,-1.9725178,17.735956
ja:ヘヴィ・メタル,8.393846,19.04657,0.67250365
en:Futurepop,-5.0683665,-3.3643882,-22.5341
en:Swing_revival,-17.372437,6.39517,13.263182
nl:Indiepop,16.524508,-28.530315,-1.4540838
cs:Country_rock,7.5388517,-8.09209,22.855614
en:Indie_Rock,15.04471,-26.037313,0.91352165
es:Glam_rock,21.992872,-10.051837,1.9703003
es:Stoner_metal,18.808657,5.0277658,-0.7204507
es:Blues-rock,8.182627,3.8820329,21.3495
es:Thrash_Metal,9.071717,15.390996,-12.227094
ja:エレクトロ,-12.015129,-1.6790468,-21.202984
nl:Progressieve_metal,9.439244,27.14995,-7.430858
fr:Power_ballad,-0.19449079,-19.976515,8.761846
es:Rock_and_roll,12.084439,-1.6513923,10.538613
ja:プログレッシブ・メタル,9.488915,26.1136,-8.905403
en:Chamber_jazz,-6.159837,8.2900505,9.163632
es:Chanson,-1.8171636,-21.980282,18.350714
es:Metal_Gótico,28.91466,8.713893,-1.3434751
en:Melodic_Death_Metal,15.983694,21.866709,-7.902219
ja:Lo-Fi,-17.974829,-15.517143,0.14858502
ja:フォーク・ロック,10.862869,-13.501462,14.170963
fr:J-pop,-7.7759132,-22.885075,1.0305051
es:Proto-punk,22.429409,-5.978494,-16.14266
es:Música_Celta,4.641437,-10.369009,12.670969
en:Trance_music,-16.511593,-8.804687,-20.516645
en:Adult_contemporary_music,-17.737604,-7.0043797,4.7271447
fr:Post-rock,7.890316,1.0916231,-6.286506
en:Pagan_metal,15.537391,20.854422,5.4948416
nl:Europop,-7.273061,-19.13669,-16.24563
en:Progressive_metal,10.106901,25.990496,-6.711369
en:Breakcore,-12.213527,5.025774,-16.682064
es:R&B,-14.673885,-0.17372438,8.999972
nl:Jazzrock,-6.9534044,17.172163,5.590417
es:Mambo,-18.812006,-15.637841,17.100275
cs:Ska,27.767838,-7.256478,-6.5377
nl:Spacerock,6.7349863,5.113759,-9.129901
en:Alternative_R&B,8.814159,11.934757,13.049895
es:Melodic_death_metal,15.469509,20.10387,-9.720539
fr:Easy_listening,-21.74378,-7.858148,-4.351268
en:Post-rock,7.80153,0.2160509,-7.0820665
fr:J-Pop,-7.7759132,-22.885075,1.0305051
fr:Soul_music,-7.8166375,1.3599398,17.644472
nl:Speedmetal,10.042959,31.649925,2.6434963
ja:インダストリアル・ロック,-5.636407,21.329601,-10.76885
ja:デスラッシュ,14.969541,22.977203,-10.422471
es:Synth_pop,-4.8831425,-4.756869,-23.712276
en:Acoustic_rock,-3.8682678,6.2578177,-7.657716
en:Mambo,-18.881224,-15.694104,17.03585
fr:Lounge,-15.460105,-7.4263697,-9.9886265
es:Candombe,-17.104195,-18.24596,12.923674
ja:HIPHOP,-26.676247,9.763146,-4.664816
nl:Elektronische_rock,2.0003562,-1.1459974,-9.285106
ja:ブラックメタル,12.345788,19.51798,-1.0479631
es:Americana,-0.023505732,-11.276538,26.694061
en:Pop_Latino,-6.909338,-16.5539,15.931216
es:Rock_Sinfónico,7.2376704,4.7015758,4.2472563
es:Música_electro,-10.834132,-2.2609885,-20.339668
fr:Kpop,-11.319834,-23.205112,-2.045063
es:Hip-hop_alternativo,-22.735207,11.662531,-6.6010375
en:Adult_Contemporary,-17.78048,-7.6109333,4.5680423
es:Folk_Rock,12.666553,-14.270502,14.366447
fr:Musiques_du_monde,-7.336758,-7.6359644,4.5748496
en:Protest_music,-1.8255569,-14.186207,4.7893643
en:Deathcore,14.60902,17.833036,-17.821306
fr:Dirty_south,-29.018944,9.783582,6.516865
es:Nueva_Canción_Chilena,-10.575507,-13.713813,14.600112
es:House_progresivo,-19.893492,-4.2916913,-21.130995
ja:フレンチ・ポップス,1.5799364,-21.565517,2.313574
en:Comedy_hip_hop,-23.201378,9.070341,-8.413769
fr:Nu_metal,4.177422,20.612226,-0.95745826
es:Folclore,4.4773636,-18.188353,14.345138
es:Screamo,15.442729,6.450692,-24.587917
en:Bachata,-17.717949,-11.920991,15.468639
ja:K-POP,-9.503952,-24.55304,-1.2251668
nl:Protopunk,21.721207,-6.8805504,-16.139494
fr:Funk,-12.808468,20.344162,7.4876413
en:Christian_rock,3.7688901,-0.6293046,14.154589
es:Italo_disco,-12.083093,-15.465432,-14.81332
es:Rock_Latino,-6.084087,-13.125508,18.154226
fr:Viking_metal,16.857817,23.515955,7.2962837
en:Folk_punk,14.881147,-12.989819,11.987731
es:Electro_house,-15.57306,0.17359298,-17.632135
ja:ミクスチャー・ロック,-4.939533,20.49268,0.0062632537
ja:ロカビリー,16.021456,3.5522947,20.91969
en:Blackened_death_metal,12.788379,21.390749,-3.704841
en:Gabber,8.110447,7.0987244,-18.945808
en:Art_punk,15.775813,-0.38396847,-14.997712
nl:Softrock,22.078773,0.5738031,8.126221
es:Blackened_death_metal,12.150642,20.95068,-7.316959
cs:Nová_vlna,5.1824756,-5.44173,-17.915857
nl:Neue_Deutsche_Härte,0.5370968,19.147951,-5.26659
fr:Thrash_metal,9.66565,16.291872,-11.705888
cs:Alternativní_rock,9.632785,13.067717,13.750253
es:Industrial_Metal,-2.4208548,21.043022,-11.818245
es:Jpop,-10.141045,-23.197836,1.4172921
ja:オルタナティブ・ミュージック,7.2941628,15.069491,14.14036
en:Electro_music,-10.957656,-0.42364535,-20.656582
cs:Glam_metal,5.4192886,18.147453,4.6456966
en:Big_beat,-14.498469,3.7461696,1.710622
en:Psychedelic_soul,14.584519,-5.6783013,-3.1530526
nl:Big_beat,-13.8427305,4.0787916,2.1452382
ja:フォークソング,5.745217,-15.809145,11.530634
fr:Folk-rock,11.624109,-14.20034,13.687579
cs:Acid_rock,16.395536,-1.0196332,-1.6536129
es:Rock_cristiano,4.2330737,-1.186373,13.548898
es:Folktrónica,14.664324,-20.542547,10.972464
es:Pop_barroco,5.9171143,-14.801941,2.5159023
nl:Punk,18.892725,-3.5684428,-15.936542
en:Zeuhl,12.953365,3.1989207,-5.538541
ja:ファンク,-12.820593,20.209759,8.431824
es:Synthpunk,12.065566,-2.404825,-21.303995
nl:Rockabilly,15.797752,3.9241872,20.270401
cs:Psychedelický_rock,14.883138,-2.5567784,-4.26453
fr:Rock_'n'_roll,11.270601,-0.07925924,10.742108
cs:Experimentální_rock,2.2735553,6.7448444,-1.8703189
fr:Thrash_Metal,9.664488,16.292093,-11.705245
ja:ガレージ・ロック,6.1704273,-11.276016,-30.82197
fr:Musique_électronique,-4.4430947,-2.0942063,-7.003555
es:Metal_sinfónico,5.162193,25.368153,10.335289
en:Shoegaze,8.328898,-5.8118606,-7.598214
es:Post-disco,-13.901588,-12.010206,-12.498432
fr:Musique_contemporaine,-3.2337873,-2.1723886,9.074368
fr:Black_death_metal,12.545862,17.69886,-0.674737
es:Garage_rock,6.705773,-10.026065,-30.829447
ja:エレクトロニカ,-5.505288,-1.2565659,-11.145917
es:Madchester,16.317509,-9.552047,-13.672128
nl:Dreampop,7.8698363,-17.40766,-9.758847
nl:J-pop,-6.680165,-22.447062,0.8993536
fr:Post-punk,13.356673,-4.2475333,-14.959779
es:Dance-pop,-5.5363026,-14.554319,-9.597229
en:Screamo,15.489275,6.276694,-24.070229
es:Bolero,-17.132732,-18.361158,19.26024
en:Tropical_music,-10.936544,-10.966496,10.411333
cs:Hardcore,11.490519,8.4624815,-19.202824
nl:Cross-over,1.528872,13.458395,-17.875477
ja:シャンソン,-1.5630572,-21.26942,18.699211
en:Video_game_music,-4.7255783,-7.001195,1.2227943
en:Garage_punk,8.33897,-8.526947,-31.748833
cs:Folk_metal,17.14383,20.19951,5.4734335
es:Country_pop,6.46486,-11.3863125,20.324932
fr:Techno,-10.826925,-0.9082372,-14.558288
en:Swamp_rock,8.381435,-5.365631,18.557276
ja:エクスペリメンタル・ロック,-0.7145703,3.4944696,-3.5267406
es:Bachata,-17.71749,-11.920876,15.4772005
es:Funk_rock,-12.129762,20.494751,4.8510065
es:Indie_Pop,10.1245775,-26.192978,0.9883038
nl:Thrashmetal,10.352261,14.59024,-12.4375305
fr:Progressive_house,-20.25435,-3.2326555,-20.82325
es:Eurodance,-9.2595415,-17.14618,-14.868756
es:K-pop,-10.844476,-24.535124,-0.9765507
es:Post_Hardcore,9.709074,8.395908,-21.938576
fr:Powerpop,13.197666,-17.340582,-8.2906885
fr:Speed_metal,10.543965,30.59066,2.1030226
ja:ソフト・ロック,21.015255,0.48585647,7.694403
cs:Electro_house,-16.419514,0.37090188,-17.264793
en:Rock,14.817128,-1.2091987,5.592539
es:Metal_progresivo,9.000006,25.76198,-7.4906135
cs:Electronica,-5.0859227,-1.2726073,-10.600238
fr:Musique_bretonne,3.2047148,-11.146406,11.4437275
fr:Art_rock,5.0424075,2.9466112,-1.5936762
cs:Soul,-8.169565,3.0613678,18.583115
ja:オルタナティヴ・メタル,9.763278,17.340588,17.457132
es:New_Wave,4.208241,-4.8539963,-17.880732
en:Experimental_Rock,2.1644344,7.205597,-0.6688638
en:Reggae_fusion,-23.807314,-2.2528853,13.034077
fr:Power_metal,10.547363,26.576004,3.2538085
es:Blues_rock,8.257636,3.261123,20.864182
cs:Funk_metal,-9.300467,21.801996,3.9076355
fr:Rockabilly,15.831695,3.061475,20.297426
nl:Poppunk,21.690895,1.9153223,-18.355639
nl:Dancemuziek,-5.7972083,-9.253846,-9.661636
cs:Experimentální_hudba,-2.4490054,3.6183941,-2.6550372
en:Street_punk,15.91777,1.0841185,-18.71129
ja:シンセ・ポップ,-5.809099,-6.4141846,-21.819601
es:Metal_neoclásico,2.9950502,26.886644,-1.031425
en:Rap_rock,-9.958179,19.176794,-1.6287309
fr:Rock_garage,5.2705193,-9.31974,-32.98301
fr:Shoegaze,7.5623436,-4.204396,-9.401325
en:Pub_rock,8.39705,-2.7738018,9.05084
es:Reggaeton,-21.680029,-9.391616,18.30453
nl:Akoestisch_instrument,-4.675773,5.344257,-7.224886
en:Avant-garde_music,0.16543892,10.88503,4.4432907
en:Future_house,-18.491543,-3.696085,-16.443308
nl:Britpop,17.465647,-12.859496,-11.440016
en:Trip_hop,-23.50788,0.9104891,-4.9855175
en:Electronic_dance_music,-8.106597,-8.401452,-9.443919
en:Americana,-0.43872386,-11.941332,26.67046
ja:ダンス・ポップ,-4.9691324,-14.873231,-7.915425
es:Noise_rock,7.5270333,-10.10671,-11.217622
es:Música_country,3.2045095,-9.020874,24.0829
en:Ambient_house,-5.648837,2.2124555,-15.524108
ja:ガレージロック,6.1704273,-11.276016,-30.82197
en:Arena_rock,16.081776,1.1315976,8.08252
es:Synthpop,-4.1252046,-4.0734034,-24.591173
es:Electroclash,-8.592213,0.09402575,-22.659126
en:Rapcore,-10.668802,20.69982,-1.6277515
cs:Space_rock,7.1510825,4.790364,-7.5799284
en:Glam_rock,22.90632,-10.014105,2.41882
en:Soul_music,-8.009436,3.5748396,17.829498
fr:Latin_jazz,-9.739506,-10.918993,19.775738
fr:House_music,-19.024612,-1.921688,-14.491154
en:Disco_music,-16.968681,-14.196857,-12.393684
en:Space_music,-5.0133915,3.3056855,-13.739959
cs:Blue-eyed_soul,-9.516877,5.6107945,24.276514
fr:Rock_psychédélique,14.533856,-3.023809,-4.5918546
en:Neo-medieval_music,-0.017735407,-5.52702,10.414624
nl:Volksmuziek,5.404337,-17.146519,13.890419
es:Crossover_thrash,4.6192007,13.875963,-16.305887
fr:Indie_pop,10.256387,-25.715132,-0.15116692
en:Album-oriented_rock,14.220674,-7.856906,2.5144
en:Electroacoustic_music,-5.225826,0.16462345,-6.159498
nl:Hip_Hop,-26.961306,12.3926525,-9.241081
en:Shoegazing,8.453346,-5.3096895,-7.8702903
es:Rap_alternativo,-25.504179,13.483432,-5.5726986
en:Melodic_rock,9.371423,-17.935112,-0.14599717
ja:インディー・ロック,13.878928,-24.466072,1.1430877
en:New-age_music,-12.510987,-7.129235,1.2830466
es:Alternative_dance,-10.319659,-13.469163,-7.580851
es:Neue_Deutsche_Härte,0.65343606,19.66403,-5.037435
es:Electronic,-3.1858392,-4.428363,-9.639158
cs:Post-punk,13.188379,-3.4000642,-15.050645
en:Heavy_Metal_music,9.815883,22.255487,0.04633902
nl:Industrial_rock,-5.698074,22.271448,-10.676702
es:Ranchero,-12.570341,-14.074932,23.684244
ja:クロスオーバー・スラッシュ,4.15482,13.844991,-16.27887
es:Hardcore_rap,-19.503468,15.245649,-7.167026
en:Rhythm_and_Blues,-12.656506,0.26365167,9.158168
en:Dub_music,-16.614742,5.570457,-10.582756
en:Roots_rock,13.206713,-8.964875,18.636639
es:G-Funk,-15.317758,22.766336,8.964942
en:Eurodance,-9.842361,-16.869888,-14.582512
cs:Hardcore_punk,11.721525,9.181295,-19.119184
cs:Nu_metal,4.228803,19.90949,0.7253799
es:Country_rock,6.955595,-8.02103,23.483213
en:Teen_pop,0.9672239,-19.249058,-8.453584
fr:Rock,12.526995,-1.6862587,6.0287385
en:Drone_music,2.5881288,8.827769,-8.908081
en:College_rock,16.54308,8.837602,11.563343
en:Hip_Hop_music,-26.453297,11.496455,-1.7729183
cs:Dance-pop,-5.865696,-14.330396,-8.368834
fr:Dance-punk,16.057499,-5.7178,-20.619804
ja:ピアノ・ロック,12.349437,6.5623217,7.5716863
en:Symphonic_black_metal,7.247451,23.527584,9.793929
nl:Italodisco,-12.342871,-14.974234,-15.356675
es:Kpop,-11.937983,-24.589273,-0.33977655
es:Indie,14.353793,-28.258448,0.7613397
fr:Variété_française,-0.22513092,-7.478352,5.9792867
nl:Chill-out,-21.578194,-2.4209971,-8.640513
fr:Pop-rap,-30.740833,5.491768,-0.26433522
ja:キャラクターソング,-4.9076796,-14.537335,3.375685
fr:Reggae,-23.421469,-3.6054597,14.716117
fr:Metal_chrétien,12.415234,18.576601,3.6931636
es:Música_latina,-11.752847,-12.25951,14.998675
fr:Rock_français,9.675917,-6.6243176,6.491619
fr:Garage,5.35614,-9.405734,-32.774902
nl:Hip-hop,-26.961306,12.3926525,-9.241081
fr:Gangsta_funk,-15.46344,23.558264,9.338387
en:Candombe,-17.105343,-18.246859,12.925321
en:Music_of_Japan,-7.3914933,-18.504408,2.7939858
nl:Glamrock,22.19679,-11.1680765,2.6140318
fr:Neo-psychedelia,13.406112,-2.780219,-4.6578946
es:Fusión_latinoamericana,-12.295252,-12.096146,13.97024
es:Rap_rock,-10.197966,18.757095,-1.0295979
en:Protest_song,-2.0098178,-14.201128,4.713105
es:Soul_psicodélico,14.581711,-5.685483,-3.139004
fr:Ambient_music,-5.167964,4.4453607,-16.375458
en:Música_popular_brasileira,-10.706507,-15.041779,12.251434
en:Symphonic_power_metal,3.4231493,25.306177,10.071208
es:World_music,-6.4545226,-8.01,5.1160436
es:Hip_hop,-22.363674,10.467981,-5.5635676
ja:ディキシーランド・ジャズ,-4.5507226,10.204934,13.569241
en:Adult_contemporary,-17.700163,-7.3259797,4.1984377
en:Neo_soul,-11.1188,1.8610387,19.03669
en:Gangsta_rap,-24.411621,18.02326,-0.18543692
ja:スカ,28.321737,-7.826401,-6.9507246
fr:Acid_house,-14.068759,-3.4382915,-15.646139
en:Latin_pop,-7.3140874,-15.5475645,16.442503
nl:Hip_hop,-26.961306,12.3926525,-9.241081
nl:Gangsta_rap,-22.794355,19.27931,-1.5965478
fr:UK_garage,2.3713958,-11.527668,-31.079435
fr:Gospel,-2.0784645,-2.148229,17.52045
en:Cowpunk,23.732977,-2.0970173,-14.609623
cs:Ambientní_hudba,-4.577227,3.290559,-14.99788
fr:Pop-Rock,9.165508,-15.653315,-2.0553353
nl:Folkrock,11.83427,-12.144009,13.4908905
fr:Horror_punk,24.473362,5.2736545,-9.939317
es:Rock_instrumental,-4.9806976,9.927697,-4.2532578
ja:アダルト・コンテンポラリー・ミュージック,-18.508776,-7.0974197,4.514204
es:Hip_hop_alternativo,-22.725079,11.672962,-6.5995393
es:Dance-punk,16.770346,-5.533989,-20.274565
nl:Folk_rock,11.748539,-11.44412,13.33253
en:Indie_pop,8.930965,-25.601618,0.43099442
nl:Punkrock,18.834478,-4.1829224,-15.4203415
en:Groove_metal,5.6255665,16.808077,-11.241198
en:Operatic_pop,0.481228,12.28182,-17.911459
es:Rap,-21.468143,13.020949,-2.841716
es:Bebop,-3.1931653,16.043182,20.364382
ja:プログレッシヴ・メタル,9.716258,26.126665,-9.547984
en:Americana_music,-0.74217135,-12.09903,26.54896
en:Hip-hop_music,-26.453192,11.496146,-1.7728156
cs:Boogie_rock,4.3501387,5.681689,17.042849
fr:Cold_wave,2.9178565,-0.22107403,-18.803877
en:New_wave_music,5.564315,-4.4422092,-18.615332
fr:Italo_disco,-12.195184,-15.681927,-14.830634
es:Post_grunge,15.823045,-15.081112,-21.278807
en:Unblack_metal,15.316525,18.941391,1.3168191
es:Rap_metal,-8.411436,18.74963,0.8814897
es:Black_Metal,11.752352,19.91493,-0.7411059
fr:New_prog,9.075155,8.526019,-3.3487053
nl:Gothic_metal,28.899227,9.106005,-2.472758
es:Hardstyle,-13.481316,5.7679234,-20.263908
fr:Punk_hardcore,13.044299,7.958382,-19.32512
es:Shoegazing,8.964931,-4.577043,-8.917668
es:Rock_espacial,7.145329,5.4095936,-8.079159
fr:Drone,2.5513186,8.724558,-8.931991
es:Doo-wop,-15.96351,-0.30821207,15.510434
fr:Psychobilly,26.641222,-2.7398968,-17.026623
ja:ラテン音楽,-11.5322485,-12.260395,16.59017
fr:Punk_celtique,19.860867,-1.7545351,-11.525326
fr:Opéra,1.7665837,0.08946831,5.7361803
es:Power_metal,9.170593,25.56691,3.3143096
nl:Folkmetal,18.14912,20.019686,4.5147986
fr:Pop-rock,9.508278,-15.799104,-3.1899529
cs:Melodic_death_metal,15.216001,20.624552,-6.4468384
fr:Heavy_metal,9.479521,21.083319,1.0273051
nl:Psychedelische_rock,15.559018,-3.2759323,-4.738889
fr:Power_pop,12.693218,-17.164633,-7.240513
es:Protopunk,23.433317,-6.3710856,-15.4751835
ja:ワールドミュージック,-7.329617,-7.583118,5.501044
es:Heavy_metal_music,7.3190117,22.181765,1.5456855
en:Post_bop,-4.984818,17.305552,19.592499
es:Rock_Psicodélico,15.277697,-3.3701413,-3.8435206
es:New_jack_swing,-16.486902,4.369618,10.309591
fr:Electronic,-3.188179,-4.4265327,-9.631713
en:Southern_soul,-8.717424,4.403822,17.26114
en:Children's_music,-5.05495,-6.9366274,3.6311114
es:Worldbeat,-14.733891,16.545753,5.0549917
fr:Pop_musique,1.1053337,-18.749659,-3.391567
es:Rock_Pop,6.9148936,-13.468223,-3.1635823
en:Blues_music,1.4717951,7.054249,23.41508
fr:Rap_old_school,-23.812618,6.473726,0.016339723
nl:K-pop,-9.699013,-24.485928,-1.8665209
en:Bolero,-17.132423,-18.36084,19.263168
cs:Filmová_hudba,-2.0402057,-5.0252357,2.2554326
en:Drum_and_bass,-14.688324,5.201361,-4.8121142
cs:Thrash_metal,9.055235,15.427488,-10.970005
en:Death/doom,17.346859,15.727006,-5.76153
fr:Acoustique,-5.0423326,4.7156415,-8.733775
es:Rock_alternativo,9.90298,12.701099,14.532946
cs:Funk,-12.275004,19.702974,7.5963573
fr:Musique_de_danse,-7.1905346,-10.231788,-6.163934
nl:Dub,-17.33497,5.9503303,-10.643024
es:Electro,-11.16428,-1.8478808,-20.588959
ja:ニュー・ウェイヴ,4.0804534,-6.579063,-19.256294
en:Dance-punk,17.17114,-6.195172,-20.867682
nl:Rock,12.906977,-2.3268044,4.0069213
fr:Electronica,-5.042509,-1.4196498,-11.561161
en:Jangle_pop,11.404885,-13.400041,-5.1479115
en:Tango_music,-15.169922,-17.83556,16.409773
en:Celtic_metal,16.980595,18.834446,6.701703
en:Free_jazz,-10.742643,10.395672,11.924104
en:Novelty_song,-1.9909847,-9.6339855,2.341247
cs:Bílý_soul,-9.637214,5.109492,23.500849
en:Classical_crossover,0.3340875,14.141164,-18.025959
es:Deep_house,-21.913723,-3.1283553,-14.593256
en:Orchestra,-2.5026994,1.1240548,4.646015
ja:ニューエイジ・ミュージック,-13.186696,-8.054308,1.0900619
en:Pop_punk,21.85747,0.17331354,-18.611473
fr:Rock_japonais,-7.5258017,-22.14078,6.2583036
en:Rockabilly,15.344216,3.3328784,19.95318
nl:Symfonische_metal,4.6350417,26.011826,11.346959
es:Progressive_metal,8.729562,23.867302,-7.8969207
cs:Gothic_metal,30.204763,10.194963,-1.6184223
ja:オルタナティブ・メタル,8.9666,17.372879,16.893316
en:Dark_ambient,-2.8878958,1.948003,-16.621315
ja:ドリーム・ポップ,7.613947,-18.17484,-9.165267
nl:Hardbop,-6.1916776,16.707298,22.313429
nl:Dancehall,-23.960875,-6.9823112,14.992968
es:Glam_Rock,21.993979,-10.05053,1.9701015
fr:Synthpop,-3.8699973,-5.6951017,-23.297066
en:Lo-fi_music,-17.893867,-16.048164,-0.13148464
es:Rock_en_Español,-6.1900434,-10.734292,15.307698
nl:Klassieke_muziek,-1.81009,-4.4696736,8.461504
en:Music_hall,-6.280767,-9.434658,3.938337
es:Death_metal,12.989858,20.505714,-6.5982895
es:Ska,27.90475,-6.8459682,-7.491021
nl:Bubblegum,5.0604877,-23.353617,-7.346942
en:Mandopop,-5.7256265,-25.67056,-2.0009682
es:Rock_and_Roll,12.084526,-1.6515452,10.538074
en:Smooth_jazz,-12.640641,14.3709,15.466897
ja:ギターポップ,10.114798,-24.874636,0.7851176
es:Música_Cristiana,1.3177325,-2.0336814,14.180701
nl:Indiefolk,13.574345,-16.58694,10.575698
es:Deathcore,14.379742,17.793222,-17.028465
fr:Ska,27.511246,-7.415305,-7.3250346
fr:Rock_industriel,-5.0549474,21.960367,-11.035006
es:Trip_hop,-24.254362,1.1648948,-5.867055
fr:Dance,-7.8126817,-9.40006,-9.159837
en:Synthpop,-5.472223,-4.767939,-23.006027
fr:Schlager,-7.822235,-21.872213,-12.363133
en:Chicago_blues,1.7020799,4.5592275,27.066202
es:Dark_ambient,-2.7971416,1.8451867,-16.883364
es:Dance,-8.588441,-9.357042,-9.883714
en:Avant-Garde,0.09145108,10.93689,3.6230133
es:Rockabilly,15.070143,3.444302,20.697226
cs:Synthpop,-4.528343,-5.2266693,-22.665632
fr:Breakbeat,-11.351644,10.215449,-14.668571
fr:Musique_soul,-7.8597035,2.275352,18.14957
ja:ドラムンベース,-14.182536,5.5058393,-6.167824
es:Jazz_latino,-9.761773,-10.950115,19.686962
en:Melodic_black_metal,12.185003,21.277536,-2.04349
fr:Jazz,-8.134241,9.668,10.252106
cs:Power_pop,11.748216,-17.006985,-7.156665
es:Lo-fi,-17.598827,-15.759561,-0.055180546
en:Hardcore_hip_hop,-21.025803,16.500292,-6.481812
en:J-pop,-7.5963197,-21.405518,1.3805577
es:Hardcore_Punk,12.527755,8.062632,-20.106878
en:Latin_American_music,-10.459867,-12.410524,16.478682
ja:ディスコ,-16.272865,-13.575429,-13.874396
fr:Jazz-funk,-10.575903,16.512089,9.815382
en:Alternative_metal,11.566709,16.888695,18.34542
fr:Jpop,-8.106579,-24.183056,1.6116704
en:Classical_Music,-3.1737459,-4.5539317,8.39553
fr:Country_rock,6.6217675,-8.615609,23.444614
es:Funk,-12.358287,20.432884,7.746953
es:Hardcore_melódico,13.011899,11.203348,-22.60746
ja:ハードロック,19.815973,1.067647,3.8550053
nl:Folkmuziek,9.306768,-17.42284,10.62672
ja:フュージョン,-4.182454,16.212828,6.5983925
nl:Grime,-14.250597,9.51996,-8.579635
es:Música_ligera,0.3152694,-7.3168583,5.326366
nl:Garagerock,6.7202077,-10.317057,-31.943087
cs:Contemporary_R&B,-16.019606,-1.4595383,6.6221476
es:Pop_Rock,7.7937255,-14.73853,-3.3134732
nl:Post-grunge,13.373363,-12.481944,-20.731268
es:Art_pop,3.7602599,2.5908384,-0.012174362
fr:Alternative_Rock,11.654358,11.625007,13.691644
es:Doo_wop,-15.96351,-0.30821207,15.510434
cs:Bebop,-3.4065444,14.892822,20.957533
nl:Experimentele_muziek,-1.861782,3.200806,-1.9544764
en:Big_band,-9.4384775,5.871946,4.5506725
es:Europop,-7.0427094,-18.497498,-16.49592
fr:Pop/Rock,9.786315,-16.014387,-2.3889365
es:Swing,-16.072556,6.8220134,13.898927
es:Grunge,13.470872,-14.433338,-21.468082
ja:エレクトロポップ,-8.189838,-5.1381445,-23.839844
nl:Art_rock,4.8781295,1.3296404,-2.170057
es:Progressive_house,-19.009712,-5.0710297,-20.121342
en:Country_Music,2.667247,-8.513491,22.528893
ja:ラウドロック,11.844202,10.337857,-18.71996
en:Flamenco,-13.410679,-19.488747,17.28033
en:Folk_metal,16.516819,19.918156,4.955103
en:Post-hardcore,9.482517,6.81352,-21.446243
en:Progressive_Metal,10.106901,25.990496,-6.711369
cs:Progresivní_rock,8.991533,4.8533254,0.2565142
en:Indie_Pop,8.931349,-25.600494,0.4297988
cs:Rock,13.005671,-2.612088,6.7055693
ja:ポップ・ミュージック,2.4428606,-17.028126,-2.0354452
es:Surf_Rock,16.000862,-5.148397,9.935229
en:Enka,-11.696102,-19.714365,3.8631618
en:Classic_rock,14.363353,0.21684492,5.238779
es:Reguetón,-21.24704,-9.503953,17.912998
ja:テクノポップ,-6.309811,-4.797913,-20.96906
es:Rock_Instrumental,-4.9806976,9.927697,-4.2532578
fr:Britpop,16.752438,-13.218413,-11.762124
ja:ポップ・フォーク,5.564641,-16.118357,10.397107
en:Beat_music,-15.806332,3.8480341,5.047821
fr:Rock_progressif,9.7494,4.983089,0.46491832
fr:World_music,-7.6111054,-6.1555066,4.380851
fr:Rock_indépendant,13.745795,-26.072279,-0.15000343
en:Celtic_rock,6.063058,-8.8851385,12.006363
en:Old_school_hip_hop,-23.815464,6.484366,0.012654684
fr:Oi!,25.33889,-2.8168964,-8.019249
es:Rock_music,10.714184,-1.9776922,5.0305357
en:Indie_rock,15.04471,-26.037313,0.91352165
en:Power_metal,10.09493,24.777458,2.1883297
cs:Garage_rock,5.8396816,-10.242931,-30.364841
cs:Jižanský_rock,10.358517,-5.489066,22.780888
nl:Ambient,-4.457278,3.244462,-15.904319
es:Cantautor,5.3508344,-23.520145,8.19995
es:Power_ballad,-0.20718995,-19.98138,8.784661
en:Crunkcore,-13.51659,16.93409,-1.4603066
nl:Triphop,-23.875475,-0.24237916,-4.5382986
en:Industrial_rock,-6.263278,21.791006,-10.710202
es:Gangsta_Rap,-22.877808,18.419844,-0.34866643
es:Brutal_death_metal,12.379914,20.395393,-10.38293
en:Noise_music,7.348658,-11.841833,-13.191481
en:Sophisti-pop,4.686344,-18.685598,-4.9053
en:Fusion,-5.4744315,16.548697,8.315121
es:Rock_industrial,-5.978263,21.918678,-11.61699
ja:ノイズロック,8.109227,-10.391217,-11.1607685
en:Soul_jazz,-7.427185,7.478279,14.213056
es:Doom_metal,15.855942,14.656019,-5.2103925
ja:現代音楽,-3.2977178,-2.2767537,8.74925
fr:Protopunk,22.377604,-6.2685566,-16.63491
es:Música_house,-19.70885,-2.4039652,-16.491442
ja:エレクトロニック・ダンス・ミュージック,-7.818296,-8.780375,-8.959217
fr:Rap_français,-21.413717,10.209396,0.78116786
